stock  init_maturity_per_szgroup
28 0.9959
28 0.9985
28 0.9994
28 0.9998
29 0
29 0.3775
29 0.6225
29 0.8176
29 0.9241
29 0.9707
29 0.989
29 0.9959
29 0.9985
29 0.9994
29 0.9998
29 0.9999
29 1
29 1
30 0
30 0.4256
30 0.6682
30 0.8455
30 0.937
30 0.9759
30 0.991
30 0.9967
30 0.9988
30 0.9995
30 0.9998
30 0.9999
30 1
30 1
31 0
31 0.3775
31 0.6225
31 0.8176
31 0.9241
31 0.9707
31 0.989
31 0.9959
31 0.9985
31 0.9994
31 0.9998
31 0.9999
31 1
31 1
32 0
32 0.0293
32 0.0759
32 0.1824
32 0.3775
32 0.6225
32 0.8176
32 0.9241
32 0.9707
32 0.989
32 0.9959
32 0.9985
32 0.9994
32 0.9998
33 0
33 0.0759
33 0.1824
33 0.3775
33 0.6225
33 0.8176
33 0.9241
33 0.9707
33 0.989
33 0.9959
33 0.9985
33 0.9994
33 0.9998
33 0.9999
34 0
34 0.0759
34 0.1824
34 0.3775
34 0.6225
34 0.8176
34 0.9241
34 0.9707
34 0.989
34 0.9959
34 0.9985
34 0.9994
34 0.9998
34 0.9999
35 0
35 0
35 0
35 0
35 0
35 0
35 0
35 0.0001
35 0.0007
35 0.009
35 0.1091
35 0.6225
35 0.9569
35 0.9967
36 0
36 0.9802
36 0.9985
36 0.9999
36 1
36 1
36 1
36 1
36 1
36 1
36 1
36 1
36 1
36 1
